"id","handle","lat","long","state","state2","set.year"
1649,"LKCLDSA",48,-91.116667,"minnesota","minnesota",1879
3482,"LKCLDSH",48,-91.116667,"minnesota","minnesota",1879
3483,"LKCLDSSW",48,-91.116667,"minnesota","minnesota",1879
1685,"MABEL",44.36044,-93.61535,"minnesota","minnesota",1855
1708,"MARTINPD",47.173975,-94.943965,"minnesota","minnesota",1878
1720,"MCCRANEY",47.17087,-95.70266,"minnesota","minnesota",1875
1757,"MINNIEN",47.244755,-95.007715,"minnesota","minnesota",1878
3492,"MINNIEO",47.244755,-95.007715,"minnesota","minnesota",1878
1777,"MUDLKMN1",44.226105,-93.829815,"minnesota","minnesota",1855
1778,"MUDLKMN2",46.866667,-94.75,"minnesota","minnesota",1871
1781,"MURPHY",44.711625,-93.341105,"minnesota","minnesota",1854
1786,"MYRTLE",47.982605,-93.3853,"minnesota","minnesota",1883
1793,"NELSLK",48.033333,-91.9,"minnesota","minnesota",1900
1794,"NELSONPD",46.40707,-92.686585,"minnesota","minnesota",1869
1830,"ONAMIA",46.068333,-93.68,"minnesota","minnesota",1870
1831,"ONDRISPD",46.341585,-94.408,"minnesota","minnesota",1870
3541,"PGONIABG",45.03503,-93.6305,"minnesota","minnesota",1855
3558,"POGONIA",45.03503,-93.6305,"minnesota","minnesota",1855
3784,"THIRDLK",48.098755,-92.010535,"minnesota","minnesota",1900
3786,"THRDBGN",48.098755,-92.010535,"minnesota","minnesota",1900
3788,"THRDBGW",48.098755,-92.010535,"minnesota","minnesota",1900
1884,"PENNINGT",45.780556,-93.273056,"minnesota","minnesota",1857
1891,"PETERSL",46.966667,-95.316667,"minnesota","minnesota",1878
1955,"PLEASAMN",44.60587,-93.563475,"minnesota","minnesota",1855
1966,"PORTAGE",47.081,-94.113,"minnesota","minnesota",1873
2051,"REICHOW",47.190745,-95.77364,"minnesota","minnesota",1871
2053,"REIDEL",46.211944,-95.284167,"minnesota","minnesota",1871
2062,"RHOLL",47.6,-96.166667,"minnesota","minnesota",1872
2066,"RICEMNA",46.922222,-95.575,"minnesota","minnesota",1871
3568,"RICEMNB",46.922222,-95.575,"minnesota","minnesota",1871
2290,"ROSSBURG",46.583333,-93.6,"minnesota","minnesota",1870
2314,"RUTZLAKE",44.87083,-93.858975,"minnesota","minnesota",1855
2354,"SEDIVY",47.208889,-95.833333,"minnesota","minnesota",1871
2375,"SHAGAWA",47.916667,-91.866667,"minnesota","minnesota",1884
2383,"SILVERMN",44.895835,-94.20414,"minnesota","minnesota",1856
2394,"SISEEBA",47.133333,-93.683333,"minnesota","minnesota",1869
2581,"SOLUM",46.662222,-96.25,"minnesota","minnesota",1870
2584,"SOSTANCH",45.725,-93.466667,"minnesota","minnesota",1852
2585,"SPECTACL",45.572222,-93.408333,"minnesota","minnesota",1857
2600,"STCATHER",44.626875,-93.43352,"minnesota","minnesota",1855
2605,"STONE",45.4,-93.522222,"minnesota","minnesota",1855
2607,"STONTAM1",44.891667,-93.691667,"minnesota","minnesota",1855
3780,"STONTAM2",44.891667,-93.691667,"minnesota","minnesota",1855
2613,"SUNFISH",44.874722,-93.1,"minnesota","minnesota",1853
2638,"TERHELL",47.19324,-95.786645,"minnesota","minnesota",1871
2640,"THOMPSON",47.19482,-96.09332,"minnesota","minnesota",1871
2648,"TOENJES",45.40895,-93.981715,"minnesota","minnesota",1856
2881,"TWINMN1",45.848889,-93.167778,"minnesota","minnesota",1855
2888,"UPGRAVEN",46.184444,-95.306944,"minnesota","minnesota",1871
3837,"WEBERLK",47.471667,-91.66,"minnesota","minnesota",1894
2948,"WENTZEL",46.95,-94.95,"minnesota","minnesota",1873
2952,"WHITLIL1",46.086111,-93.102778,"minnesota","minnesota",1855
3841,"WHITLILY",46.086111,-93.102778,"minnesota","minnesota",1855
2956,"WILWRDPD",46.324305,-92.78081,"minnesota","minnesota",1870
3029,"WOLFCRK",46.116667,-94.116667,"minnesota","minnesota",1858
3031,"WOLSFELD",45.005,-93.5727,"minnesota","minnesota",1855
10970,"SOUHERON",43.7195,-95.228,"minnesota","minnesota",1858
10971,"OCHEDA",43.56928,-95.59275,"minnesota","minnesota",1868
10973,"BLOMFORD",45.4935,-93.1545,"minnesota","minnesota",1854
10974,"FAWNANMN",45.4072,-93.0532,"minnesota","minnesota",1855
10975,"FROVOLD",45.377,-95.5625,"minnesota","minnesota",1867
10976,"GOOSEMN",44.99,-94.591,"minnesota","minnesota",1856
10977,"OLSONMN",46.51205,-93.66005,"minnesota","minnesota",1870
10983,"RNDGROVE",44.709,-94.4935,"minnesota","minnesota",1855
12004,"LASTLAKE",45.45,-95.24005,"minnesota","minnesota",1857
12005,"MNLYC2",44.6173,-95.68015,"minnesota","minnesota",1864
12006,"MONSON",45.324,-95.27935,"minnesota","minnesota",1857
12007,"DEANS",44.77528,-93.44692,"minnesota","minnesota",1854
12008,"EMILY",44.30865,-93.92,"minnesota","minnesota",1854
12009,"PERCHMN",46.19165,-95.4687,"minnesota","minnesota",1871
12010,"CHUBLAKE",44.5635,-93.218805,"minnesota","minnesota",1854
12011,"MNDLLR",45.80155,-95.55285,"minnesota","minnesota",1866
12012,"ZIEBELL",46.05545,-95.26345,"minnesota","minnesota",1871
12013,"MNDLML",45.8576,-95.4609,"minnesota","minnesota",1866
12014,"LYBECK",45.6745,-95.7125,"minnesota","minnesota",1867
12015,"UNION",45.81725,-95.34235,"minnesota","minnesota",1866
12016,"MNFRAL",43.65255,-93.284,"minnesota","minnesota",1854
15248,"ALBERTL3",43.65255,-93.284,"minnesota","minnesota",1854
12024,"EVRHRTLK",43.6176,-93.43875,"minnesota","minnesota",1854
13029,"SHARKEY",44.5924,-93.4132,"minnesota","minnesota",1855
13032,"KIMBLE",44.21895,-93.84015,"minnesota","minnesota",1855
13051,"WESTOLAF",46.5986,-96.18675,"minnesota","minnesota",1870
13056,"OAKGLEN",43.92945,-93.0815,"minnesota","minnesota",1854
13057,"CAMPLAKE",45.40595,-95.39015,"minnesota","minnesota",1857
14270,"BASSK",45.19932,-94.878745,"minnesota","minnesota",1857
14403,"SALLIE",46.77186,-95.896225,"minnesota","minnesota",1870
14435,"MNPPJL",45.44376,-95.272065,"minnesota","minnesota",1857
14535,"LILY",44.19291,-93.63978,"minnesota","minnesota",1854
14537,"KELLYDUD",44.354435,-93.365935,"minnesota","minnesota",1855
14539,"MARTHA",45.141805,-93.73915,"minnesota","minnesota",1858
19316,"NORPOL",44.709298,-93.926793,"minnesota","minnesota",1855
14626,"MINNREG",44.693385,-93.3212,"minnesota","minnesota",1854
14631,"AMBER",43.60715,-94.473645,"minnesota","minnesota",1854
14633,"CAMP",45.16204,-94.0929,"minnesota","minnesota",1857
14635,"CRYSTAL",44.333485,-93.212125,"minnesota","minnesota",1854
14637,"FISHL",44.229535,-93.665425,"minnesota","minnesota",1854
14639,"FISHS",44.65162,-93.460155,"minnesota","minnesota",1855
14641,"EAGLEL",44.808755,-93.93439,"minnesota","minnesota",1856
14643,"EMILY_NE",44.313795,-93.914375,"minnesota","minnesota",1854
14645,"FULLER",45.421695,-94.075455,"minnesota","minnesota",1856
14839,"LAKEMINA",45.89346,-95.47561,"minnesota","minnesota",1861
20311,"ELKGR-89",45.8668,-95.80385,"minnesota","minnesota",1868
15167,"MNCLEB",47.18919,-95.21787,"minnesota","minnesota",1879
15168,"MNCLEC",47.18919,-95.21787,"minnesota","minnesota",1879
15169,"MNCLE4",47.18919,-95.21787,"minnesota","minnesota",1879
15219,"MNCLED",47.18919,-95.21787,"minnesota","minnesota",1879
15269,"MNCLEL",47.18919,-95.21787,"minnesota","minnesota",1879
15228,"MNBCSC",46.80338,-95.88068,"minnesota","minnesota",1871
15252,"MNCLSQ",47.22823,-95.27284,"minnesota","minnesota",1875
15254,"MNCHLH",45.590765,-93.06903,"minnesota","minnesota",1854
15256,"MNOTCL",46.165285,-95.32412,"minnesota","minnesota",1871
15266,"MNCVTL",44.87385,-93.63464,"minnesota","minnesota",1855
15270,"MNHBLS",47.33732,-95.16525,"minnesota","minnesota",1879
15273,"MNWSSO",43.90284,-93.417225,"minnesota","minnesota",1854
15281,"WILLIAMJ",46.95391,-94.66923,"minnesota","minnesota",1870
15294,"MNHNLL",44.988845,-93.556405,"minnesota","minnesota",1855
15318,"MNHNWB",45.00373,-93.574555,"minnesota","minnesota",1855
15403,"DEEPLAKE",47.683805,-95.398395,"minnesota","minnesota",1891
15965,"QUALLY",47.683165,-96.20294,"minnesota","minnesota",1876
15985,"ITASCALC",47.19285,-95.2339,"minnesota","minnesota",1875
15989,"ITASCAMB",47.19285,-95.2339,"minnesota","minnesota",1875
15992,"ITASCAMC",47.19285,-95.2339,"minnesota","minnesota",1875
15998,"ITASCAMD",47.19285,-95.2339,"minnesota","minnesota",1875
16002,"ITASCAT2",47.19285,-95.2339,"minnesota","minnesota",1875
17396,"STEELMN",46.973155,-94.68138,"minnesota","minnesota",1873
19834,"FOXMN",43.6774,-94.698115,"minnesota","minnesota",1858
17947,"LITSHING",46.994015,-94.694575,"minnesota","minnesota",1873
19812,"MADELIA",44.0833333333333,-94.4166666666667,"minnesota","minnesota",1854
3131,"HELLSKIT",46.183333,-89.7,"wisconsin","wisconsin",1907
3473,"LAKEMARY",46.25,-89.9,"wisconsin","wisconsin",1907
287,"BLUMOUND",43.083333,-89.866667,"wisconsin","wisconsin",1834
313,"BROWNLK",45.783333,-89.483333,"wisconsin","wisconsin",1907
333,"CAMP12LK",45.986111,-89.375,"wisconsin","wisconsin",1907
546,"DARKLAKE",45.275,-91.475,"wisconsin","wisconsin",1907
681,"DENTONLK",45.85,-89.316667,"wisconsin","wisconsin",1907
684,"DEVILSWI",43.4178,-89.73205,"wisconsin","wisconsin",1846
700,"DISTER59",43.916944,-89.166944,"wisconsin","wisconsin",1851
3081,"DISTRHFT",43.916944,-89.166944,"wisconsin","wisconsin",1851
806,"ERNSTPIT",43.233056,-88.041944,"wisconsin","wisconsin",1846
860,"GASS",44.05,-87.733333,"wisconsin","wisconsin",1834
1004,"HANSEN",43.439585,-89.670815,"wisconsin","wisconsin",1846
1151,"IOLABOG",44.5,-89.116944,"wisconsin","wisconsin",1907
1447,"KELLHOL1",45.3,-90.35,"wisconsin","wisconsin",1907
3452,"KELLHOL2",45.3,-90.35,"wisconsin","wisconsin",1907
1448,"KELLNERS",44.238056,-87.848056,"wisconsin","wisconsin",1846
1643,"LITTLPIN",45.283333,-91.483333,"wisconsin","wisconsin",1907
3781,"STWDARK2",45.3,-91.45,"wisconsin","wisconsin",1907
1735,"MENDOTAC",43.1,-89.416667,"wisconsin","wisconsin",1834
3488,"MENDOTAD",43.1,-89.416667,"wisconsin","wisconsin",1834
1840,"OTTOMLK",45.933333,-89.625,"wisconsin","wisconsin",1907
2011,"RADTKE",43.4,-88.1,"wisconsin","wisconsin",1846
2309,"RUBYLAKE",45.283333,-91.458333,"wisconsin","wisconsin",1907
2355,"SEIDEL01",44.45,-87.515556,"wisconsin","wisconsin",1846
3620,"SEIDEL02",44.45,-87.515556,"wisconsin","wisconsin",1846
2624,"TAMARACK",44.15,-91.45,"wisconsin","wisconsin",1851
3035,"WOODLAKE",45.333333,-90.083333,"wisconsin","wisconsin",1907
13060,"ADELINE",46.30235,-91.166,"wisconsin","wisconsin",1907
13069,"ELEVENS",46.3815,-91.4935,"wisconsin","wisconsin",1907
13071,"ESKALAKE",45.19145,-90.608,"wisconsin","wisconsin",1907
13073,"FALLISON",45.9915,-89.62075,"wisconsin","wisconsin",1907
14446,"HELLHOLE",45.786565,-92.21898,"wisconsin","wisconsin",1907
15302,"EMRICK",43.800155,-89.59428,"wisconsin","wisconsin",1851
15460,"ADVENTUR",46.089,-91.939,"wisconsin","wisconsin",1907
15463,"BENACH",45.9275,-92.256,"wisconsin","wisconsin",1907
15477,"BLUEJ",46.405,-91.525,"wisconsin","wisconsin",1907
15478,"BROZIE",45.959335,-92.10745,"wisconsin","wisconsin",1907
15479,"CAMPTWO",46.50045,-91.4105,"wisconsin","wisconsin",1907
15489,"FERRY01",46.013,-92.125,"wisconsin","wisconsin",1907
15740,"HEMLOCK",46.3073,-91.19829,"wisconsin","wisconsin",1907
15882,"WARNERWI",46.11935,-92.03985,"wisconsin","wisconsin",1907
15925,"OPINES",46.140435,-89.2553,"wisconsin","wisconsin",1907
16129,"LIMABOG",42.78895,-88.8432,"wisconsin","wisconsin",1846
17304,"CAPITOLA",45.519575,-89.55507,"wisconsin","wisconsin",1907
17387,"BEAVERWI",44.919595,-88.15694,"wisconsin","wisconsin",1907
19931,"LONESTAR",45.932,-92.365,"wisconsin","wisconsin",1907
19933,"LILY04",45.901,-92.273,"wisconsin","wisconsin",1907
